Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type,address,GNOCDC_LAB,pop
C-10219-18,6,43XX Magazine,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),3/9/2018 4:50,NA,NA,WHITE,FEMALE,22,1,REPORTING PERSON,WHITE,FEMALE,28,2,Non-fatal,NA,Incident Report,"4300 Magazine., New Orleans, LA",EAST RIVERSIDE,8942
G-11906-18,2,20XX Audubon St,OPEN,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),7/10/2018 3:49,14 (27) 62.2,ATTEMPT - SIMPLE BURGLARY-DWELLING,NA,MALE,NA,1,VICTIM,WHITE,MALE,67,1,Non-fatal,NA,Incident Report,"2000 Audubon St., New Orleans, LA",AUDUBON,37946
J-40617-18,8,13XX N Rampart St,OPEN,35,SIMPLE BATTERY,10/31/2018 23:45,54 96,BATTERY,WHITE,NA,NA,4,VICTIM,WHITE,FEMALE,28,2,Non-fatal,NA,Incident Report,"1300 N Rampart St., New Orleans, LA",FRENCH QUARTER,15172
L-01934-18,2,81XX Apple St,CLOSED,103,DISTURBANCE,12/2/2018 16:50,54 403,DISTURBING THE PEACE,WHITE,FEMALE,20,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"8100 Apple St., New Orleans, LA",LEONIDAS,21271
C-23548-18,6,28XX S Claiborne Av,OPEN,67S,SHOPLIFTING,3/19/2018 19:00,NA,NA,BLACK,FEMALE,NA,1,REPORTING PERSON,BLACK,MALE,24,1,Non-fatal,NA,Incident Report,"2800 S Claiborne Av., New Orleans, LA",CENTRAL CITY,35385
E-27425-18,7,77XX Grant St,OPEN,103F,DISTURBANCE (FIGHT),5/22/2018 12:44,NA,NA,BLACK,FEMALE,35,2,REPORTING PERSON,BLACK,MALE,35,1,Non-fatal,NA,Incident Report,"7700 Grant St., New Orleans, LA",PLUM ORCHARD,14671
D-23482-18,6,23XX Milan St,CLOSED,67,THEFT,4/20/2018 7:32,54 186,THEFT,BLACK,MALE,42,1,VICTIM,BLACK,FEMALE,39,1,Non-fatal,NA,Supplemental Report,"2300 Milan St., New Orleans, LA",MILAN,21588
A-04403-18,7,70XX Crowder Bd 46,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/4/2018 15:45,14 62.8,RELATIVE TO HOME INVASION,BLACK,FEMALE,26,1,VICTIM,BLACK,MALE,33,1,Non-fatal,NA,Incident Report,"7000 Crowder Bd 46., New Orleans, LA",LITTLE WOODS,44947
E-20566-18,1,22XX Palmyra St,OPEN,103D,DISTURBANCE (DOMESTIC),5/16/2018 19:50,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,24,2,Non-fatal,NA,Incident Report,"2200 Palmyra St., New Orleans, LA",TULANE - GRAVIER,17445
L-12765-18,6,26XX Josephine St,OPEN,21,MISCELLANEOUS INCIDENT,12/10/2018 19:10,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,34,1,Non-fatal,NA,Incident Report,"2600 Josephine St., New Orleans, LA",CENTRAL CITY,35385
H-04133-18,6,22XX Amelia St,OPEN,64,ARMED ROBBERY,8/4/2018 0:45,NA,NA,NA,NA,NA,NA,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"2200 Amelia St., New Orleans, LA",MILAN,21588
B-06515-18,3,12XX Harrison Av,OPEN,24,MEDICAL,2/6/2018 13:35,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,FEMALE,79,1,Non-fatal,NA,Incident Report,"1200 Harrison Av., New Orleans, LA",ST. BERNARD AREA,8349
K-09956-18,5,33XX Pauger St,OPEN,21,MISCELLANEOUS INCIDENT,11/8/2018 12:54,NA,NA,NA,NA,NA,NA,REPORTING PERSON,HISPANIC,MALE,25,1,Non-fatal,NA,Incident Report,"3300 Pauger St., New Orleans, LA",SEVENTH WARD,23878
C-29530-18,3,3XX Wallace Dr,CLOSED,68,UNAUTHORIZED USE OF MOVABLES,3/24/2018 11:15,14 68,UNAUTHORIZED USE OF MOVABLE,BLACK,MALE,28,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Supplemental Report,"300 Wallace Dr., New Orleans, LA",DILLARD,14753
B-06694-18,8,3XX Royal St,OPEN,67,THEFT,2/3/2018 4:30,14 67.11,CREDIT CARD FRAUD,BLACK,FEMALE,NA,1,VICTIM,WHITE,MALE,25,1,Non-fatal,NA,Incident Report,"300 Royal St., New Orleans, LA",FRENCH QUARTER,15172
G-04919-18,4,6XX River Oaks Dr,OPEN,67A,AUTO THEFT,7/5/2018 3:00,NA,NA,NA,NA,NA,NA,VICTIM,WHITE,MALE,58,1,Non-fatal,NA,Supplemental Report,"600 River Oaks Dr., New Orleans, LA",OLD AURORA,40130
A-20680-18,4,16XX Southlawn Bd,OPEN,103,DISTURBANCE,1/18/2018 16:10,NA,NA,NA,NA,NA,NA,WITNESS,BLACK,MALE,15,4,Non-fatal,NA,Incident Report,"1600 Southlawn Bd., New Orleans, LA",BEHRMAN,25562
F-24891-18,6,14XX General Taylor St,OPEN,24,MEDICAL,6/21/2018 3:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,NA,1,Non-fatal,NA,Incident Report,"1400 General Taylor St., New Orleans, LA",TOURO,16244
F-04015-18,4,18XX Shirley Dr,OPEN,103D,DISTURBANCE (DOMESTIC),6/4/2018 9:20,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,45,1,Non-fatal,NA,Incident Report,"1800 Shirley Dr., New Orleans, LA",BEHRMAN,25562
G-17454-18,2,33XX State Street Dr,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),7/14/2018 14:50,14 62,SIMPLE BURGLARY,BLACK,MALE,14,2,VICTIM,WHITE,FEMALE,26,2,Non-fatal,NA,Incident Report,"3300 State Street Dr., New Orleans, LA",MARLYVILLE - FONTAINEBLEAU,20273
C-32002-18,7,142XX Saigon Dr,OPEN,103D,DISTURBANCE (DOMESTIC),3/26/2018 12:45,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,33,2,Non-fatal,NA,Incident Report,"14200 Saigon Dr., New Orleans, LA",VILLAGE DE LEST,25445
L-20635-18,2,83XX Oleander St,CLOSED,17F,FUGITIVE ATTACHMENT,12/16/2018 10:50,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,32,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"8300 Oleander St., New Orleans, LA",GERT TOWN,22081
G-38907-18,4,20XX Thayer St,OPEN,103,DISTURBANCE,7/31/2018 18:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,47,1,Non-fatal,NA,Incident Report,"2000 Thayer St., New Orleans, LA",FISCHER DEV,9467
A-35130-18,3,47XX Paris Av,OPEN,67S,SHOPLIFTING,1/30/2018 16:54,NA,NA,BLACK,FEMALE,NA,1,REPORTING PERSON,UNKNOWN,FEMALE,33,1,Non-fatal,NA,Incident Report,"4700 Paris Av., New Orleans, LA",FILMORE,19005
G-01600-18,5,14XX Arts St,OPEN,103D,DISTURBANCE (DOMESTIC),7/2/2018 12:48,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,MALE,69,1,Non-fatal,NA,Incident Report,"1400 Arts St., New Orleans, LA",ST. ROCH,32067
F-35235-18,6,23XX Saint Thomas St,OPEN,103D,DISTURBANCE (DOMESTIC),6/29/2018 2:30,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,32,1,Non-fatal,NA,Incident Report,"2300 Saint Thomas St., New Orleans, LA",ST. THOMAS DEV,9002
Q-00064-18,3,S Olympia St & Banks St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,5/4/2018 8:25,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,27,1,Non-fatal,NA,Incident Report,"S Olympia St & Banks St., New Orleans, LA",NA,NA
L-19084-18,7,70XX Bullard Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/15/2018 5:30,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,WHITE,MALE,30,1,Non-fatal,NA,Incident Report,"7000 Bullard Av., New Orleans, LA",LITTLE WOODS,44947
E-30267-18,3,41XX D'Hemecourt St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),5/24/2018 13:20,14 35.3(B)7,ACTS OF DOMESTIC VIOLENCE(STRANGULATION),BLACK,MALE,NA,1,VICTIM,BLACK,FEMALE,22,1,Non-fatal,NA,Incident Report,"4100 D'Hemecourt St., New Orleans, LA",MID-CITY,29937
K-26408-18,7,62XX Erin St,OPEN,67,THEFT,11/19/2018 13:45,14 67,THEFT,NA,NA,NA,1,VICTIM,BLACK,MALE,21,1,Non-fatal,NA,Incident Report,"6200 Erin St., New Orleans, LA",LITTLE WOODS,44947
F-31931-18,7,47XX Donna Dr,OPEN,39,NEGLIGENT INJURING,6/26/2018 17:47,14 108,RESISTING AN OFFICER,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,2,Non-fatal,NA,Incident Report,"4700 Donna Dr., New Orleans, LA",READ BLVD WEST,16788
K-20418-18,4,37XX General De Gaulle Dr,OPEN,103D,DISTURBANCE (DOMESTIC),11/15/2018 15:12,NA,NA,NA,NA,NA,NA,WITNESS,BLACK,MALE,67,1,Non-fatal,NA,Incident Report,"3700 General De Gaulle Dr., New Orleans, LA",BEHRMAN,25562
J-21757-18,7,90XX Chef Menteur Hw,OPEN,103D,DISTURBANCE (DOMESTIC),10/17/2018 23:40,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,21,2,Non-fatal,NA,Incident Report,"9000 Chef Menteur Hw., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
I-21133-18,7,2XX E I-10,OPEN,67,THEFT,9/15/2018 15:00,14 67,THEFT,NA,NA,NA,1,VICTIM,BLACK,MALE,30,1,Non-fatal,NA,Incident Report,"200 E I-10., New Orleans, LA",NA,NA
E-37440-18,7,109XX Dreux Av,OPEN,67A,AUTO THEFT,5/30/2018 3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"10900 Dreux Av., New Orleans, LA",READ BLVD EAST,21863
H-37912-18,7,260XX Chef Menteur Hw,OPEN,67F,THEFT BY FRAUD,8/7/2018 12:00,NA,NA,NA,NA,NA,1,INTERVIEW,WHITE,MALE,43,4,Non-fatal,NA,Incident Report,"26000 Chef Menteur Hw., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
H-34535-18,4,57XX Tullis Dr B,OPEN,103,DISTURBANCE,8/27/2018 12:20,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,36,2,Non-fatal,NA,Incident Report,"5700 Tullis Dr B., New Orleans, LA",TALL TIMBERS - BRECHTEL,35314
I-20901-18,3,41XX Carrollton Av,OPEN,72,FORGERY,8/2/2018 10:00,14 72,FORGERY,NA,NA,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"4100 Carrollton Av., New Orleans, LA",MID-CITY,29937
I-36467-18,6,29XX 2nd St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),9/29/2018 3:25,14 62,SIMPLE BURGLARY,UNKNOWN,NA,NA,1,VICTIM,BLACK,FEMALE,48,1,Non-fatal,NA,Incident Report,"2900 2nd St., New Orleans, LA",CENTRAL CITY,35385
I-30298-18,8,Burgundy St & Canal St,CLOSED,966,DRUG LAW VIOLATION,9/24/2018 17:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,BLACK,MALE,20,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Burgundy St & Canal St., New Orleans, LA",BYWATER,25185
D-00188-18,6,19XX Sophie Wright Pl,OPEN,67F,THEFT BY FRAUD,4/1/2018 1:40,NA,NA,BLACK,MALE,NA,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"1900 Sophie Wright Pl., New Orleans, LA",LOWER GARDEN DISTRICT,18708
I-27752-18,2,31XX General Pershing St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),9/21/2018 13:55,14 62,SIMPLE BURGLARY,BLACK,MALE,NA,2,VICTIM,BLACK,MALE,48,1,Non-fatal,NA,Incident Report,"3100 General Pershing St., New Orleans, LA",BROADMOOR,15376
J-34571-18,5,37XX Alvar St,OPEN,37,AGGRAVATED ASSAULT,10/27/2018 11:40,14 37,AGG. ASSAULT,NA,NA,NA,1,VICTIM,BLACK,FEMALE,46,1,Non-fatal,NA,Incident Report,"3700 Alvar St., New Orleans, LA",DESIRE AREA,17275
I-34237-18,3,4XX N Carrollton Av,OPEN,67,THEFT,9/26/2018 8:30,NA,NA,NA,NA,NA,1,VICTIM,WHITE,FEMALE,52,1,Non-fatal,NA,Incident Report,"400 N Carrollton Av., New Orleans, LA",MID-CITY,29937
E-15461-18,8,7XX Bienville St,CLOSED,966,DRUG LAW VIOLATION,5/12/2018 20:30,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,25,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"700 Bienville St., New Orleans, LA",FRENCH QUARTER,15172
L-40304-18,1,15XX Bienville St A,OPEN,35D,SIMPLE BATTERY (DOMESTIC),12/31/2018 20:15,NA,NA,BLACK,MALE,29,1,WITNESS,BLACK,FEMALE,25,2,Non-fatal,NA,Incident Report,"1500 Bienville St A., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
D-26288-18,1,27XX Tulane Av,CLOSED,21,MISCELLANEOUS INCIDENT,4/22/2018 14:10,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,39,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2700 Tulane Av., New Orleans, LA",MID-CITY,29937
D-32289-18,5,6XX Gallier St,OPEN,67F,THEFT BY FRAUD,4/26/2018 14:00,14 71.1,BANK FRAUD,NA,NA,NA,2,VICTIM,WHITE,FEMALE,61,1,Non-fatal,NA,Incident Report,"600 Gallier St., New Orleans, LA",BYWATER,25185
H-26195-18,8,11XX N Rampart St,OPEN,21,MISCELLANEOUS INCIDENT,8/21/2018 6:20,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,NA,1,Non-fatal,NA,Incident Report,"1100 N Rampart St., New Orleans, LA",FRENCH QUARTER,15172
E-36864-18,8,Bienville St & Chartres St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),5/29/2018 18:50,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,FEMALE,20,1,Non-fatal,NA,Supplemental Report,"Bienville St & Chartres St., New Orleans, LA",MID-CITY,29937
B-30945-18,1,27XX Tullane Av,CLOSED,21,MISCELLANEOUS INCIDENT,2/25/2018 21:50,COURT CAPIAS,CDC WARRANT#,BLACK,MALE,25,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"2700 Tullane Av., New Orleans, LA",MID-CITY,29937
C-33329-18,8,Frenchmen St & Royal St,OPEN,21,MISCELLANEOUS INCIDENT,3/27/2018 13:00,NA,NA,NA,NA,NA,NA,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"Frenchmen St & Royal St., New Orleans, LA",ST. ROCH,32067
F-19484-18,7,113XX N Parkwood Ct,OPEN,103D,DISTURBANCE (DOMESTIC),6/16/2018 19:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,60,1,Non-fatal,NA,Incident Report,"11300 N Parkwood Ct., New Orleans, LA",READ BLVD EAST,21863
C-22346-18,5,11XX Poland Av,OPEN,27-67S,ATTEMPTED SHOPLIFITING,3/18/2018 19:49,14 35,SIMPLE BATTERY,BLACK,MALE,NA,1,VICTIM,BLACK,MALE,34,2,Non-fatal,NA,Incident Report,"1100 Poland Av., New Orleans, LA",BYWATER,25185
I-13026-18,1,3XX Treme St D,OPEN,103D,DISTURBANCE (DOMESTIC),9/11/2018 15:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,38,1,Non-fatal,NA,Incident Report,"300 Treme St D., New Orleans, LA",IBERVILLE,8858
J-21381-18,2,39XX Dublin St,CLOSED,67S,SHOPLIFTING,10/17/2018 16:10,NA,NA,BLACK,MALE,22,1,REPORTING PERSON,WHITE,MALE,26,1,Non-fatal,NA,Incident Report,"3900 Dublin St., New Orleans, LA",DIXON,15056
C-15902-18,1,5XX N Rampart St,CLOSED,966,DRUG LAW VIOLATION,3/13/2018 17:40,40 969,PROHIBITED ACTS-- SCHEDULE IV DRUGS,BLACK,MALE,40,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"500 N Rampart St., New Orleans, LA",FRENCH QUARTER,15172
G-30175-18,2,13XX S Genois St,OPEN,42,AGGRAVATED RAPE,7/24/2018 15:45,14 42.1,SECOND DEGREE RAPE,BLACK,MALE,NA,1,VICTIM,WHITE,FEMALE,40,1,Non-fatal,NA,Incident Report,"1300 S Genois St., New Orleans, LA",GERT TOWN,22081
H-34963-18,5,20XX N Rocheblave Av,OPEN,56,SIMPLE CRIMINAL DAMAGE,8/27/2018 19:00,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,44,1,VICTIM,BLACK,FEMALE,33,1,Non-fatal,NA,Incident Report,"2000 N Rocheblave Av., New Orleans, LA",SEVENTH WARD,23878
G-21365-18,3,4XX 30th St,OPEN,103F,DISTURBANCE (FIGHT),7/16/2018 20:40,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,MALE,NA,2,Non-fatal,NA,Incident Report,"400 30th St., New Orleans, LA",WEST END,11316
J-32965-18,7,68XX Parc Brittany Bd B 207,OPEN,35,SIMPLE BATTERY,10/26/2018 17:30,NA,NA,BLACK,MALE,NA,4,REPORTING PERSON,BLACK,FEMALE,32,1,Non-fatal,NA,Incident Report,"6800 Parc Brittany Bd B 207., New Orleans, LA",WEST LAKE FOREST,25071
E-12794-18,7,105XX Curran Bd,CLOSED,56,SIMPLE CRIMINAL DAMAGE,5/10/2018 18:25,NA,NA,BLACK,MALE,17,1,INTERVIEW,BLACK,FEMALE,41,5,Non-fatal,NA,Incident Report,"10500 Curran Bd., New Orleans, LA",LITTLE WOODS,44947
E-04688-18,8,8XX Conti St,OPEN,21P,LOST PROPERTY,5/3/2018 11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-fatal,NA,Supplemental Report,"800 Conti St., New Orleans, LA",FRENCH QUARTER,15172
I-17650-18,4,26XX General Meyer Av,CLOSED,21,MISCELLANEOUS INCIDENT,9/14/2018 9:00,NA,NA,BLACK,FEMALE,16,2,WITNESS,WHITE,FEMALE,18,2,Non-fatal,NA,Incident Report,"2600 General Meyer Av., New Orleans, LA",U.S. NAVAL BASE,18304
H-33900-18,2,86XX Apricot St,OPEN,81,INDECENT BEHAVIOR WITH A JUVENILE,8/26/2018 22:36,NA,NA,NA,NA,NA,NA,VICTIM,BLACK,FEMALE,15,1,Non-fatal,NA,Incident Report,"8600 Apricot St., New Orleans, LA",HOLLYGROVE,11723
B-00203-18,5,19XX N Johnson St,OPEN,103D,DISTURBANCE (DOMESTIC),2/1/2018 5:25,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,48,2,Non-fatal,NA,Incident Report,"1900 N Johnson St., New Orleans, LA",SEVENTH WARD,23878
G-13982-18,7,138XX Old Gentilly Rd,OPEN,66,THREATS,7/12/2018 8:28,14 66,EXTORTION,UNKNOWN,NA,NA,1,VICTIM,WHITE,MALE,20,1,Non-fatal,NA,Incident Report,"13800 Old Gentilly Rd., New Orleans, LA",VIAVANT - VENETIAN ISLES,26085
D-00442-18,7,145XX Hayne Bd,OPEN,29,DEATH,4/1/2018 9:15,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,FEMALE,52,3,Non-fatal,NA,Incident Report,"14500 Hayne Bd., New Orleans, LA",LITTLE WOODS,44947
J-30305-18,7,78XX Sand St,OPEN,103D,DISTURBANCE (DOMESTIC),10/24/2018 19:05,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,32,1,Non-fatal,NA,Incident Report,"7800 Sand St., New Orleans, LA",LITTLE WOODS,44947
C-21351-18,8,10XX Decatur St,OPEN,34C,AGGRAVATED BATTERY (CUTTING),3/17/2018 23:30,NA,NA,WHITE,FEMALE,NA,1,WITNESS,WHITE,MALE,24,4,Non-fatal,NA,Incident Report,"1000 Decatur St., New Orleans, LA",FRENCH QUARTER,15172
J-08875-18,6,Euterpe St & Simon Bolivar Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),10/7/2018 17:25,14 62,SIMPLE BURGLARY,UNKNOWN,NA,NA,1,VICTIM,BLACK,FEMALE,38,1,Non-fatal,NA,Incident Report,"Euterpe St & Simon Bolivar Av., New Orleans, LA",CENTRAL CITY,35385
F-35256-18,8,3XX Burgundy St,CLOSED,37,AGGRAVATED ASSAULT,6/29/2018 3:40,14 37,AGG. ASSAULT,WHITE,MALE,54,1,VICTIM,WHITE,MALE,25,1,Non-fatal,NA,Incident Report,"300 Burgundy St., New Orleans, LA",FRENCH QUARTER,15172
B-17378-18,4,34XX Jennifer St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2/14/2018 18:20,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,FEMALE,22,1,VICTIM,BLACK,MALE,21,1,Non-fatal,NA,Incident Report,"3400 Jennifer St., New Orleans, LA",NEW AURORA - ENGLISH TURN,18524
K-39855-18,5,7XX Elysian Fields Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),11/30/2018 10:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,FEMALE,49,1,Non-fatal,NA,Incident Report,"700 Elysian Fields Av., New Orleans, LA",MARIGNY,11334
J-07033-18,5,22XX Alvar St,OPEN,103D,DISTURBANCE (DOMESTIC),10/6/2018 4:56,NA,NA,NA,NA,NA,NA,INTERVIEW,WHITE,FEMALE,35,2,Non-fatal,NA,Incident Report,"2200 Alvar St., New Orleans, LA",FLORIDA AREA,9424
I-29998-18,8,9XX Orleans Av B,OPEN,21,MISCELLANEOUS INCIDENT,9/24/2018 17:29,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,39,1,Non-fatal,NA,Incident Report,"900 Orleans Av B., New Orleans, LA",CITY PARK,24140
F-05823-18,7,74XX Spring Lake Rd,CLOSED,67F,THEFT BY FRAUD,3/15/2018 16:00,14 72,FORGERY,BLACK,MALE,44,1,VICTIM,BLACK,MALE,52,1,Non-fatal,NA,Supplemental Report,"7400 Spring Lake Rd., New Orleans, LA",LITTLE WOODS,44947
D-17559-18,3,59XX Lafaye St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),4/14/2018 14:15,NA,NA,BLACK,MALE,NA,2,WITNESS,BLACK,MALE,12,4,Non-fatal,NA,Incident Report,"5900 Lafaye St., New Orleans, LA",MILNEBURG,14607
C-30741-18,1,3XX N Villere St M,OPEN,103D,DISTURBANCE (DOMESTIC),3/25/2018 12:15,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,24,1,Non-fatal,NA,Incident Report,"300 N Villere St M., New Orleans, LA",IBERVILLE,8858
L-30430-18,6,31XX Magazine St,OPEN,67,THEFT,12/23/2018 20:00,14 67,THEFT,NA,NA,NA,1,VICTIM,WHITE,FEMALE,27,1,Non-fatal,NA,Incident Report,"3100 Magazine St., New Orleans, LA",IRISH CHANNEL,12852
L-13583-18,8,7XX Iberville St,OPEN,67F,THEFT BY FRAUD,10/13/2018 23:00,14 67,THEFT,BLACK,FEMALE,NA,1,VICTIM,WHITE,MALE,50,1,Non-fatal,NA,Incident Report,"700 Iberville St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
H-22908-18,4,31XX Parc Fontaine 2125,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,8/18/2018 8:08,14 79,VIOLATIONS OF PROTECTIVE ORDERS,BLACK,MALE,31,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,NA,Incident Report,"3100 Parc Fontaine 2125., New Orleans, LA",OLD AURORA,40130
E-00421-18,6,22XX 1st,OPEN,67,THEFT,5/1/2018 0:00,14 67,THEFT,NA,NA,NA,1,VICTIM,BLACK,MALE,66,1,Non-fatal,NA,Incident Report,"2200 1st., New Orleans, LA",CENTRAL CITY,35385
L-40287-18,7,107XX Kinneil Rd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/20/2018 12:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,BLACK,MALE,73,1,Non-fatal,NA,Incident Report,"10700 Kinneil Rd., New Orleans, LA",LITTLE WOODS,44947
K-06795-18,8,12XX Poydras,CLOSED,103,DISTURBANCE,11/1/2018 8:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,BLACK,FEMALE,49,1,Non-fatal,NA,Incident Report,"1200 Poydras., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
L-35855-18,7,47XX Sandalwood Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),12/28/2018 11:00,14 62,SIMPLE BURGLARY,NA,NA,NA,1,VICTIM,HISPANIC,MALE,47,1,Non-fatal,NA,Incident Report,"4700 Sandalwood Dr., New Orleans, LA",READ BLVD WEST,16788
G-13625-18,4,8XX Opelousas Av,OPEN,21,MISCELLANEOUS INCIDENT,7/11/2018 12:00,NA,NA,NA,NA,NA,NA,REPORTING PERSON,WHITE,MALE,64,1,Non-fatal,NA,Incident Report,"800 Opelousas Av., New Orleans, LA",ALGIERS POINT,12848
H-31433-18,7,49XX Bonita Dr,OPEN,103D,DISTURBANCE (DOMESTIC),8/24/2018 21:59,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,FEMALE,NA,2,Non-fatal,NA,Incident Report,"4900 Bonita Dr., New Orleans, LA",PLUM ORCHARD,14671
I-32062-18,2,71XX Saint Charles Av,CLOSED,67F,THEFT BY FRAUD,9/18/2018 12:00,14 70.4,ACCESS DEVICE FRAUD,BLACK,MALE,50,1,VICTIM,WHITE,MALE,26,1,Non-fatal,NA,Incident Report,"7100 Saint Charles Av., New Orleans, LA",AUDUBON,37946
G-10376-18,8,1XX Carondelet St,OPEN,35,SIMPLE BATTERY,7/8/2018 5:09,14 35,SIMPLE BATTERY,BLACK,MALE,NA,1,VICTIM,WHITE,MALE,33,1,Non-fatal,NA,Incident Report,"100 Carondelet St., New Orleans, LA",CENTRAL BUSINESS DISTRICT,18764
B-12383-18,5,24XX Pauline St,OPEN,103D,DISTURBANCE (DOMESTIC),2/11/2018 2:00,NA,NA,NA,NA,NA,NA,INTERVIEW,BLACK,MALE,28,2,Non-fatal,NA,Incident Report,"2400 Pauline St., New Orleans, LA",FLORIDA AREA,9424
D-29688-18,3,1XX W Robert E Lee Bd,CLOSED,17F,FUGITIVE ATTACHMENT,4/25/2018 9:30,NA,NA,BLACK,MALE,35,1,VICTIM,NA,NA,NA,1,Non-fatal,NA,Incident Report,"100 W Robert E Lee Bd., New Orleans, LA",LAKESHORE - LAKE VISTA,12956
D-25106-18,3,15XX Mandolin St,OPEN,68,UNAUTHORIZED USE OF MOVABLES,4/20/2018 2:00,NA,NA,BLACK,FEMALE,16,2,REPORTING PERSON,BLACK,FEMALE,57,2,Non-fatal,NA,Incident Report,"1500 Mandolin St., New Orleans, LA",FILMORE,19005
